"filename", "language", "Properties", "TypeScript", "JSON with Comments", "JSON", "PostCSS", "TypeScript JSX", "XML", "JavaScript", "HTML", "Markdown", "comment", "blank", "total"
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/app/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 6, 39
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/app/not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 4, 34
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/app/style.css", "PostCSS", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 3, 40
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/app/unauthorized.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/app/unauthorized/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 5, 52
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/assets/react.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/LoadingSpinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 6, 40
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/RegistrationToast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 3, 6, 77
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/guest-users/GuestUsersTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 4, 17, 150
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/navigation/RoleBasedMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 3, 10, 219
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/rbac/PermissionGate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 2, 8, 40
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/rbac/ProtectedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 5, 9, 54
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/rbac/RoleBasedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 4, 8, 45
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/rbac/withRole-fixed.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/components/rbac/withRole.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 4, 13, 69
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/config/routes.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 56
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/hooks/usePermissions.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 97
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/index.css", "PostCSS", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/router/Router.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 5
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/router/build-routes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 11, 24, 131
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/services/signalR.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 7, 10, 50
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/stores/auth.ts", "TypeScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 95
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/theme/pink-theme.css", "PostCSS", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 9, 24, 122
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/types/auth.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/types/car.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/types/rbac.ts", "TypeScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 111
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/utils/rbac.ts", "TypeScript", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 72, 42, 300
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/tsconfig.app.json", "JSON", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 3, 4, 34
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/tsconfig.json", "JSON with Comments", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/tsconfig.node.json", "JSON", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 3, 26
"/home/yakubikk/Diplom/Car-rent/car-rent-vite/vite.config.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"Total", "-", 1, 765, 7, 4636, 135, 4352, 2, 107, 13, 45, 291, 654, 11008
